report_id,inspection_date,segment_id,issue_type,severity,recommendation,repair_date,inspector_id,inspection_method
RPT-01341,2024-07-29,SEG_009,No Issues,None,Routine Maintenance,,INS-155,ILI
RPT-01342,2024-07-29,SEG_019,Corrosion,Moderate,Monitor,,INS-269,ROW Patrol
RPT-01343,2024-07-29,SEG_038,No Issues,None,Routine Maintenance,,INS-922,ROW Patrol
RPT-01344,2024-07-29,SEG_002,Vegetation Encroachment,Minor,Clear Area,,INS-915,Visual
RPT-01345,2024-07-29,SEG_041,No Issues,None,Routine Maintenance,,INS-658,ROW Patrol
RPT-01346,2024-07-29,SEG_084,Third-Party Interference,Moderate,Repair ASAP,2024-08-18,INS-677,UT
RPT-01347,2024-07-29,SEG_042,Third-Party Interference,Major,Investigate,2024-08-06,INS-419,ROW Patrol
RPT-01348,2024-07-29,SEG_057,No Issues,None,Routine Maintenance,,INS-147,ILI
RPT-01349,2024-08-05,SEG_017,Third-Party Interference,Major,Investigate,2024-08-15,INS-281,ILI
RPT-01350,2024-08-05,SEG_084,Corrosion,Major,Immediate Shutdown,2024-08-18,INS-465,UT
RPT-01351,2024-08-05,SEG_049,Third-Party Interference,Moderate,Investigate,,INS-872,Visual
RPT-01352,2024-08-05,SEG_061,Corrosion,Critical,Immediate Shutdown,2024-08-08,INS-148,Hydrotest
RPT-01353,2024-08-05,SEG_036,No Issues,None,Routine Maintenance,,INS-368,Visual
RPT-01354,2024-08-05,SEG_069,Vegetation Encroachment,Minor,Clear Area,,INS-516,ROW Patrol
RPT-01355,2024-08-05,SEG_058,No Issues,None,Routine Maintenance,,INS-406,ROW Patrol
RPT-01356,2024-08-05,SEG_066,No Issues,None,Routine Maintenance,,INS-973,Visual
RPT-01357,2024-08-12,SEG_038,Third-Party Interference,Major,Investigate,2024-09-05,INS-639,ROW Patrol
RPT-01358,2024-08-12,SEG_001,Corrosion,Moderate,Repair ASAP,2024-08-31,INS-486,Visual
RPT-01359,2024-08-12,SEG_044,Mechanical Damage,Moderate,Repair ASAP,2024-08-16,INS-872,UT
RPT-01360,2024-08-12,SEG_066,No Issues,None,Routine Maintenance,,INS-122,ILI
RPT-01361,2024-08-12,SEG_027,Third-Party Interference,Major,Repair ASAP,2024-08-28,INS-248,UT
RPT-01362,2024-08-12,SEG_052,Third-Party Interference,Major,Investigate,2024-08-21,INS-513,ROW Patrol
RPT-01363,2024-08-12,SEG_022,Vegetation Encroachment,Minor,Clear Area,,INS-983,UT
RPT-01364,2024-08-12,SEG_058,Corrosion,Critical,Repair ASAP,2024-09-05,INS-933,Hydrotest
RPT-01365,2024-08-19,SEG_083,No Issues,None,Routine Maintenance,,INS-827,Visual
RPT-01366,2024-08-19,SEG_039,No Issues,None,Routine Maintenance,,INS-485,ROW Patrol
RPT-01367,2024-08-19,SEG_040,Vegetation Encroachment,Minor,Clear Area,,INS-361,Hydrotest
RPT-01368,2024-08-19,SEG_045,Corrosion,Moderate,Immediate Shutdown,,INS-814,ILI
RPT-01369,2024-08-19,SEG_035,No Issues,None,Routine Maintenance,,INS-186,Visual
RPT-01370,2024-08-19,SEG_031,No Issues,None,Routine Maintenance,,INS-599,Visual
RPT-01371,2024-08-19,SEG_003,Mechanical Damage,Critical,Repair ASAP,2024-09-06,INS-208,Hydrotest
RPT-01372,2024-08-19,SEG_068,Mechanical Damage,Moderate,Repair ASAP,2024-09-14,INS-351,ILI
RPT-01373,2024-08-26,SEG_057,Mechanical Damage,Critical,Immediate Shutdown,2024-08-29,INS-663,Hydrotest
RPT-01374,2024-08-26,SEG_062,No Issues,None,Routine Maintenance,,INS-921,ILI
RPT-01375,2024-08-26,SEG_043,Mechanical Damage,Critical,Immediate Shutdown,2024-09-05,INS-730,Hydrotest
RPT-01376,2024-08-26,SEG_011,Coating Damage,Moderate,Monitor,,INS-937,Hydrotest
RPT-01377,2024-08-26,SEG_012,Corrosion,Critical,Monitor,2024-09-21,INS-557,Hydrotest
RPT-01378,2024-08-26,SEG_005,Mechanical Damage,Moderate,Immediate Shutdown,,INS-686,UT
RPT-01379,2024-08-26,SEG_015,Vegetation Encroachment,Minor,Clear Area,,INS-468,ROW Patrol
RPT-01380,2024-08-26,SEG_031,Vegetation Encroachment,Minor,Clear Area,,INS-608,Hydrotest
RPT-01381,2024-09-02,SEG_062,Coating Damage,Minor,Repair ASAP,2024-09-15,INS-989,UT
RPT-01382,2024-09-02,SEG_065,No Issues,None,Routine Maintenance,,INS-682,ROW Patrol
RPT-01383,2024-09-02,SEG_004,Coating Damage,Moderate,Monitor,,INS-930,ROW Patrol
RPT-01384,2024-09-02,SEG_066,Mechanical Damage,Major,Repair ASAP,2024-09-11,INS-919,Hydrotest
RPT-01385,2024-09-02,SEG_021,Corrosion,Critical,Monitor,2024-09-10,INS-239,ROW Patrol
RPT-01386,2024-09-02,SEG_079,No Issues,None,Routine Maintenance,,INS-740,Visual
RPT-01387,2024-09-02,SEG_007,No Issues,None,Routine Maintenance,,INS-704,ROW Patrol
RPT-01388,2024-09-02,SEG_028,Vegetation Encroachment,Minor,Clear Area,,INS-444,Hydrotest
RPT-01389,2024-09-09,SEG_029,Vegetation Encroachment,Minor,Monitor,,INS-813,Hydrotest
RPT-01390,2024-09-09,SEG_085,Third-Party Interference,Major,Investigate,2024-09-19,INS-575,Hydrotest
RPT-01391,2024-09-09,SEG_041,No Issues,None,Routine Maintenance,,INS-455,ILI
RPT-01392,2024-09-09,SEG_028,Mechanical Damage,Moderate,Repair ASAP,2024-10-06,INS-885,UT
RPT-01393,2024-09-09,SEG_016,Third-Party Interference,Major,Investigate,2024-09-23,INS-699,Hydrotest
RPT-01394,2024-09-09,SEG_042,No Issues,None,Routine Maintenance,,INS-460,ROW Patrol
RPT-01395,2024-09-09,SEG_007,Mechanical Damage,Moderate,Repair ASAP,2024-09-18,INS-459,Hydrotest
RPT-01396,2024-09-09,SEG_060,Mechanical Damage,Major,Immediate Shutdown,2024-09-19,INS-134,Hydrotest
RPT-01397,2024-09-16,SEG_053,Coating Damage,Minor,Monitor,,INS-796,UT
RPT-01398,2024-09-16,SEG_059,No Issues,None,Routine Maintenance,,INS-128,ROW Patrol
RPT-01399,2024-09-16,SEG_069,No Issues,None,Routine Maintenance,,INS-194,Visual
RPT-01400,2024-09-16,SEG_067,No Issues,None,Routine Maintenance,,INS-526,ILI
RPT-01401,2024-09-16,SEG_008,Mechanical Damage,Major,Repair ASAP,2024-09-20,INS-239,UT
RPT-01402,2024-09-16,SEG_040,Corrosion,Major,Monitor,2024-10-04,INS-829,ILI
RPT-01403,2024-09-16,SEG_011,No Issues,None,Routine Maintenance,,INS-845,Visual
RPT-01404,2024-09-16,SEG_015,Coating Damage,Moderate,Repair ASAP,2024-09-22,INS-837,Hydrotest
RPT-01405,2024-09-23,SEG_000,Mechanical Damage,Moderate,Repair ASAP,2024-09-28,INS-356,UT
RPT-01406,2024-09-23,SEG_019,Coating Damage,Minor,Monitor,,INS-906,UT
RPT-01407,2024-09-23,SEG_062,Corrosion,Moderate,Repair ASAP,2024-10-13,INS-824,ILI
RPT-01408,2024-09-23,SEG_039,No Issues,None,Routine Maintenance,,INS-759,ROW Patrol
RPT-01409,2024-09-23,SEG_076,Vegetation Encroachment,Minor,Monitor,,INS-789,ROW Patrol
RPT-01410,2024-09-23,SEG_013,Coating Damage,Minor,Monitor,,INS-860,UT
RPT-01411,2024-09-23,SEG_001,No Issues,None,Routine Maintenance,,INS-262,ILI
RPT-01412,2024-09-23,SEG_084,No Issues,None,Routine Maintenance,,INS-342,ILI
RPT-01413,2024-09-30,SEG_064,No Issues,None,Routine Maintenance,,INS-667,ILI
RPT-01414,2024-09-30,SEG_085,No Issues,None,Routine Maintenance,,INS-777,ROW Patrol
RPT-01415,2024-09-30,SEG_079,Third-Party Interference,Major,Repair ASAP,2024-10-04,INS-665,ROW Patrol
RPT-01416,2024-09-30,SEG_032,Coating Damage,Minor,Repair ASAP,2024-10-16,INS-406,Hydrotest
RPT-01417,2024-09-30,SEG_033,No Issues,None,Routine Maintenance,,INS-577,ILI
RPT-01418,2024-09-30,SEG_043,Vegetation Encroachment,Minor,Monitor,,INS-124,Hydrotest
RPT-01419,2024-09-30,SEG_071,No Issues,None,Routine Maintenance,,INS-125,Visual
RPT-01420,2024-09-30,SEG_025,No Issues,None,Routine Maintenance,,INS-784,Visual
RPT-01421,2024-10-07,SEG_023,No Issues,None,Routine Maintenance,,INS-516,Visual
RPT-01422,2024-10-07,SEG_074,Coating Damage,Moderate,Repair ASAP,2024-10-08,INS-863,Hydrotest
RPT-01423,2024-10-07,SEG_022,Third-Party Interference,Moderate,Investigate,,INS-329,ILI
RPT-01424,2024-10-07,SEG_084,Coating Damage,Moderate,Repair ASAP,2024-11-01,INS-630,Visual
RPT-01425,2024-10-07,SEG_081,No Issues,None,Routine Maintenance,,INS-639,Visual
RPT-01426,2024-10-07,SEG_077,Third-Party Interference,Major,Investigate,2024-10-21,INS-435,UT
RPT-01427,2024-10-07,SEG_046,No Issues,None,Routine Maintenance,,INS-181,Visual
RPT-01428,2024-10-07,SEG_040,No Issues,None,Routine Maintenance,,INS-309,ROW Patrol
RPT-01429,2024-10-14,SEG_056,Corrosion,Critical,Monitor,2024-10-16,INS-865,UT
RPT-01430,2024-10-14,SEG_060,No Issues,None,Routine Maintenance,,INS-250,ROW Patrol
RPT-01431,2024-10-14,SEG_037,Mechanical Damage,Critical,Repair ASAP,2024-11-07,INS-321,UT
RPT-01432,2024-10-14,SEG_031,No Issues,None,Routine Maintenance,,INS-758,Visual
RPT-01433,2024-10-14,SEG_018,Third-Party Interference,Moderate,Investigate,,INS-706,ILI
RPT-01434,2024-10-14,SEG_005,Coating Damage,Minor,Monitor,,INS-517,Hydrotest
RPT-01435,2024-10-14,SEG_068,Coating Damage,Moderate,Repair ASAP,2024-11-09,INS-881,UT
RPT-01436,2024-10-14,SEG_047,No Issues,None,Routine Maintenance,,INS-441,ILI
RPT-01437,2024-10-21,SEG_066,Corrosion,Moderate,Monitor,,INS-736,UT
RPT-01438,2024-10-21,SEG_044,Coating Damage,Minor,Monitor,,INS-130,UT
RPT-01439,2024-10-21,SEG_057,Third-Party Interference,Moderate,Repair ASAP,2024-10-30,INS-608,Hydrotest
RPT-01440,2024-10-21,SEG_036,No Issues,None,Routine Maintenance,,INS-876,ILI
RPT-01441,2024-10-21,SEG_014,Coating Damage,Moderate,Repair ASAP,2024-11-13,INS-173,Visual
RPT-01442,2024-10-21,SEG_037,No Issues,None,Routine Maintenance,,INS-875,Visual
RPT-01443,2024-10-21,SEG_026,Coating Damage,Moderate,Monitor,,INS-358,UT
RPT-01444,2024-10-21,SEG_080,Vegetation Encroachment,Minor,Monitor,,INS-210,Hydrotest
RPT-01445,2024-10-28,SEG_034,Vegetation Encroachment,Minor,Clear Area,,INS-625,Hydrotest
RPT-01446,2024-10-28,SEG_001,Corrosion,Minor,Monitor,,INS-544,UT
RPT-01447,2024-10-28,SEG_027,Vegetation Encroachment,Minor,Clear Area,,INS-736,Hydrotest
RPT-01448,2024-10-28,SEG_071,Mechanical Damage,Critical,Repair ASAP,2024-11-17,INS-482,ILI
RPT-01449,2024-10-28,SEG_033,No Issues,None,Routine Maintenance,,INS-366,Visual
RPT-01450,2024-10-28,SEG_022,Mechanical Damage,Major,Repair ASAP,2024-11-01,INS-380,ILI
RPT-01451,2024-10-28,SEG_077,No Issues,None,Routine Maintenance,,INS-618,Visual
RPT-01452,2024-10-28,SEG_017,Third-Party Interference,Major,Repair ASAP,2024-10-29,INS-977,Visual
RPT-01453,2024-11-04,SEG_070,Corrosion,Critical,Monitor,2024-11-27,INS-730,UT
RPT-01454,2024-11-04,SEG_063,Third-Party Interference,Major,Repair ASAP,2024-11-29,INS-103,ILI
RPT-01455,2024-11-04,SEG_084,No Issues,None,Routine Maintenance,,INS-155,Visual
RPT-01456,2024-11-04,SEG_068,No Issues,None,Routine Maintenance,,INS-646,Visual
RPT-01457,2024-11-04,SEG_083,Third-Party Interference,Moderate,Investigate,,INS-605,ROW Patrol
RPT-01458,2024-11-04,SEG_037,Third-Party Interference,Major,Repair ASAP,2024-11-24,INS-876,UT
RPT-01459,2024-11-04,SEG_026,No Issues,None,Routine Maintenance,,INS-848,ILI
RPT-01460,2024-11-04,SEG_038,No Issues,None,Routine Maintenance,,INS-205,ILI
RPT-01461,2024-11-11,SEG_002,Vegetation Encroachment,Minor,Monitor,,INS-445,Hydrotest
RPT-01462,2024-11-11,SEG_016,Third-Party Interference,Moderate,Investigate,,INS-942,Hydrotest
RPT-01463,2024-11-11,SEG_082,Coating Damage,Moderate,Repair ASAP,2024-12-01,INS-351,Visual
RPT-01464,2024-11-11,SEG_043,Third-Party Interference,Major,Investigate,2024-12-07,INS-104,Hydrotest
RPT-01465,2024-11-11,SEG_053,Mechanical Damage,Major,Repair ASAP,2024-12-02,INS-631,Visual
RPT-01466,2024-11-11,SEG_004,No Issues,None,Routine Maintenance,,INS-963,ILI
RPT-01467,2024-11-11,SEG_057,No Issues,None,Routine Maintenance,,INS-692,Visual
RPT-01468,2024-11-11,SEG_085,Vegetation Encroachment,Minor,Clear Area,,INS-101,Hydrotest
RPT-01469,2024-11-18,SEG_008,Corrosion,Major,Immediate Shutdown,2024-12-06,INS-514,ILI
RPT-01470,2024-11-18,SEG_051,No Issues,None,Routine Maintenance,,INS-832,Visual
RPT-01471,2024-11-18,SEG_078,No Issues,None,Routine Maintenance,,INS-111,ROW Patrol
RPT-01472,2024-11-18,SEG_064,Corrosion,Major,Repair ASAP,2024-12-14,INS-577,UT
RPT-01473,2024-11-18,SEG_005,No Issues,None,Routine Maintenance,,INS-298,Visual
RPT-01474,2024-11-18,SEG_066,No Issues,None,Routine Maintenance,,INS-272,ROW Patrol
RPT-01475,2024-11-18,SEG_037,Coating Damage,Moderate,Monitor,,INS-763,ROW Patrol
RPT-01476,2024-11-18,SEG_079,Mechanical Damage,Moderate,Repair ASAP,2024-11-29,INS-580,Visual
RPT-01477,2024-11-25,SEG_018,Mechanical Damage,Critical,Immediate Shutdown,2024-12-03,INS-708,ROW Patrol
RPT-01478,2024-11-25,SEG_013,No Issues,None,Routine Maintenance,,INS-649,Visual
RPT-01479,2024-11-25,SEG_036,No Issues,None,Routine Maintenance,,INS-271,ILI
RPT-01480,2024-11-25,SEG_011,Coating Damage,Minor,Repair ASAP,2024-12-25,INS-621,ILI
RPT-01481,2024-11-25,SEG_012,Mechanical Damage,Moderate,Immediate Shutdown,,INS-331,Hydrotest
RPT-01482,2024-11-25,SEG_048,Coating Damage,Moderate,Monitor,,INS-709,UT
RPT-01483,2024-11-25,SEG_054,No Issues,None,Routine Maintenance,,INS-434,Visual
RPT-01484,2024-11-25,SEG_007,Mechanical Damage,Moderate,Immediate Shutdown,,INS-107,Hydrotest
RPT-01485,2024-11-27,SEG_085,Coating Damage,Minor,Repair ASAP,2024-12-25,INS-986,Visual
RPT-01486,2024-12-02,SEG_083,No Issues,None,Routine Maintenance,,INS-852,Visual
RPT-01487,2024-12-02,SEG_049,Mechanical Damage,Moderate,Immediate Shutdown,,INS-899,UT
RPT-01488,2024-12-02,SEG_076,Corrosion,Moderate,Immediate Shutdown,,INS-829,Hydrotest
RPT-01489,2024-12-02,SEG_077,Vegetation Encroachment,Minor,Monitor,,INS-458,Hydrotest
RPT-01490,2024-12-02,SEG_074,Coating Damage,Minor,Monitor,,INS-603,UT
RPT-01491,2024-12-02,SEG_008,Third-Party Interference,Moderate,Investigate,,INS-851,Hydrotest
RPT-01492,2024-12-02,SEG_078,Mechanical Damage,Critical,Repair ASAP,2024-12-12,INS-583,Hydrotest
RPT-01493,2024-12-02,SEG_019,Third-Party Interference,Major,Repair ASAP,2024-12-31,INS-382,Visual
RPT-01494,2024-12-09,SEG_004,Coating Damage,Moderate,Monitor,,INS-644,Visual
RPT-01495,2024-12-09,SEG_076,No Issues,None,Routine Maintenance,,INS-264,ROW Patrol
RPT-01496,2024-12-09,SEG_083,Mechanical Damage,Moderate,Repair ASAP,2025-01-08,INS-701,Visual
RPT-01497,2024-12-09,SEG_015,Third-Party Interference,Major,Investigate,2025-01-02,INS-587,Visual
RPT-01498,2024-12-09,SEG_035,Corrosion,Moderate,Immediate Shutdown,,INS-353,UT
RPT-01499,2024-12-09,SEG_057,Vegetation Encroachment,Minor,Monitor,,INS-843,UT
RPT-01500,2024-12-09,SEG_069,Corrosion,Minor,Immediate Shutdown,,INS-851,UT
RPT-01501,2024-12-09,SEG_028,Coating Damage,Minor,Repair ASAP,2025-01-08,INS-127,Hydrotest
RPT-01502,2024-12-16,SEG_047,Mechanical Damage,Moderate,Repair ASAP,2024-12-22,INS-677,UT
RPT-01503,2024-12-16,SEG_052,Mechanical Damage,Major,Repair ASAP,2024-12-21,INS-113,UT
RPT-01504,2024-12-16,SEG_010,Mechanical Damage,Major,Immediate Shutdown,2024-12-31,INS-191,Visual
RPT-01505,2024-12-16,SEG_043,Mechanical Damage,Critical,Immediate Shutdown,2025-01-11,INS-208,UT
RPT-01506,2024-12-16,SEG_014,Mechanical Damage,Moderate,Immediate Shutdown,,INS-515,UT
RPT-01507,2024-12-16,SEG_023,Coating Damage,Moderate,Monitor,,INS-469,ILI
RPT-01508,2024-12-16,SEG_029,Third-Party Interference,Major,Investigate,2024-12-25,INS-482,UT
RPT-01509,2024-12-16,SEG_048,No Issues,None,Routine Maintenance,,INS-854,ILI
RPT-01510,2024-12-23,SEG_066,Vegetation Encroachment,Minor,Clear Area,,INS-188,Hydrotest
RPT-01511,2024-12-23,SEG_029,Third-Party Interference,Moderate,Investigate,,INS-262,ROW Patrol
RPT-01512,2024-12-23,SEG_061,Corrosion,Major,Immediate Shutdown,2025-01-16,INS-892,UT
RPT-01513,2024-12-23,SEG_057,Vegetation Encroachment,Minor,Clear Area,,INS-111,Hydrotest
RPT-01514,2024-12-23,SEG_054,No Issues,None,Routine Maintenance,,INS-858,Visual
RPT-01515,2024-12-23,SEG_031,No Issues,None,Routine Maintenance,,INS-298,ILI
RPT-01516,2024-12-23,SEG_025,No Issues,None,Routine Maintenance,,INS-913,ROW Patrol
RPT-01517,2024-12-23,SEG_067,Vegetation Encroachment,Minor,Monitor,,INS-739,UT
RPT-01518,2024-12-30,SEG_024,Coating Damage,Moderate,Monitor,,INS-183,Visual
RPT-01519,2024-12-30,SEG_078,No Issues,None,Routine Maintenance,,INS-661,Visual
RPT-01520,2024-12-30,SEG_025,No Issues,None,Routine Maintenance,,INS-985,Visual
RPT-01521,2024-12-30,SEG_001,Corrosion,Moderate,Monitor,,INS-291,Hydrotest
RPT-01522,2024-12-30,SEG_073,Vegetation Encroachment,Minor,Clear Area,,INS-513,Hydrotest
RPT-01523,2024-12-30,SEG_023,No Issues,None,Routine Maintenance,,INS-522,ILI
RPT-01524,2024-12-30,SEG_075,No Issues,None,Routine Maintenance,,INS-759,ROW Patrol
RPT-01525,2024-12-30,SEG_020,Third-Party Interference,Moderate,Repair ASAP,2025-01-08,INS-806,UT
RPT-01526,2025-01-06,SEG_029,No Issues,None,Routine Maintenance,,INS-463,Visual
RPT-01527,2025-01-06,SEG_075,Corrosion,Minor,Immediate Shutdown,,INS-559,UT
RPT-01528,2025-01-06,SEG_036,Vegetation Encroachment,Minor,Clear Area,,INS-950,ROW Patrol
RPT-01529,2025-01-06,SEG_060,Third-Party Interference,Moderate,Repair ASAP,2025-01-11,INS-647,Hydrotest
RPT-01530,2025-01-06,SEG_035,No Issues,None,Routine Maintenance,,INS-654,ROW Patrol
RPT-01531,2025-01-06,SEG_083,No Issues,None,Routine Maintenance,,INS-254,ROW Patrol
RPT-01532,2025-01-06,SEG_071,Corrosion,Critical,Monitor,2025-01-22,INS-580,ROW Patrol
RPT-01533,2025-01-06,SEG_015,Vegetation Encroachment,Minor,Clear Area,,INS-659,UT
RPT-01534,2025-01-13,SEG_024,No Issues,None,Routine Maintenance,,INS-435,Visual
RPT-01535,2025-01-13,SEG_044,Coating Damage,Minor,Repair ASAP,2025-02-04,INS-119,ROW Patrol
RPT-01536,2025-01-13,SEG_026,No Issues,None,Routine Maintenance,,INS-230,ROW Patrol
RPT-01537,2025-01-13,SEG_014,Corrosion,Moderate,Immediate Shutdown,,INS-331,Hydrotest
RPT-01538,2025-01-13,SEG_016,No Issues,None,Routine Maintenance,,INS-944,ROW Patrol
RPT-01539,2025-01-13,SEG_050,Corrosion,Major,Immediate Shutdown,2025-01-29,INS-253,UT
RPT-01540,2025-01-13,SEG_004,Coating Damage,Minor,Repair ASAP,2025-01-21,INS-985,Hydrotest
RPT-01541,2025-01-13,SEG_057,Coating Damage,Minor,Monitor,,INS-600,ILI
RPT-01542,2025-01-20,SEG_042,Corrosion,Minor,Immediate Shutdown,,INS-797,ROW Patrol
RPT-01543,2025-01-20,SEG_053,Corrosion,Minor,Monitor,,INS-527,Visual
RPT-01544,2025-01-20,SEG_023,Mechanical Damage,Critical,Immediate Shutdown,2025-01-24,INS-248,Visual
RPT-01545,2025-01-20,SEG_060,Mechanical Damage,Moderate,Immediate Shutdown,,INS-462,ROW Patrol
RPT-01546,2025-01-20,SEG_085,No Issues,None,Routine Maintenance,,INS-473,ROW Patrol
RPT-01547,2025-01-20,SEG_006,Coating Damage,Moderate,Monitor,,INS-599,ROW Patrol
RPT-01548,2025-01-20,SEG_044,Coating Damage,Minor,Repair ASAP,2025-01-25,INS-719,ILI
RPT-01549,2025-01-20,SEG_043,Vegetation Encroachment,Minor,Monitor,,INS-234,Hydrotest
RPT-01550,2025-01-27,SEG_034,No Issues,None,Routine Maintenance,,INS-224,ROW Patrol
RPT-01551,2025-01-27,SEG_030,No Issues,None,Routine Maintenance,,INS-665,Visual
RPT-01552,2025-01-27,SEG_058,No Issues,None,Routine Maintenance,,INS-399,ILI
RPT-01553,2025-01-27,SEG_042,Corrosion,Minor,Monitor,,INS-690,UT
RPT-01554,2025-01-27,SEG_022,Coating Damage,Minor,Repair ASAP,2025-02-18,INS-333,Visual
RPT-01555,2025-01-27,SEG_003,Corrosion,Major,Repair ASAP,2025-02-04,INS-751,Hydrotest
RPT-01556,2025-01-27,SEG_045,Vegetation Encroachment,Minor,Clear Area,,INS-144,ILI
RPT-01557,2025-01-27,SEG_064,No Issues,None,Routine Maintenance,,INS-714,ROW Patrol
RPT-01558,2025-02-03,SEG_076,Vegetation Encroachment,Minor,Clear Area,,INS-923,UT
RPT-01559,2025-02-03,SEG_030,Mechanical Damage,Major,Repair ASAP,2025-02-26,INS-844,Visual
RPT-01560,2025-02-03,SEG_049,Mechanical Damage,Critical,Immediate Shutdown,2025-02-06,INS-987,ILI
RPT-01561,2025-02-03,SEG_009,Mechanical Damage,Moderate,Immediate Shutdown,,INS-453,Hydrotest
RPT-01562,2025-02-03,SEG_038,Vegetation Encroachment,Minor,Clear Area,,INS-492,ROW Patrol
RPT-01563,2025-02-03,SEG_065,Coating Damage,Moderate,Repair ASAP,2025-02-25,INS-978,ILI
RPT-01564,2025-02-03,SEG_028,Mechanical Damage,Critical,Repair ASAP,2025-02-20,INS-932,ROW Patrol
RPT-01565,2025-02-03,SEG_057,Mechanical Damage,Critical,Immediate Shutdown,2025-03-01,INS-779,Hydrotest
RPT-01566,2025-02-10,SEG_066,No Issues,None,Routine Maintenance,,INS-826,ILI
RPT-01567,2025-02-10,SEG_038,Corrosion,Minor,Immediate Shutdown,,INS-481,ILI
RPT-01568,2025-02-10,SEG_064,Mechanical Damage,Major,Immediate Shutdown,2025-03-09,INS-149,UT
RPT-01569,2025-02-10,SEG_070,Coating Damage,Moderate,Repair ASAP,2025-02-24,INS-835,UT
RPT-01570,2025-02-10,SEG_074,Mechanical Damage,Major,Repair ASAP,2025-03-11,INS-867,ROW Patrol
RPT-01571,2025-02-10,SEG_061,Mechanical Damage,Moderate,Repair ASAP,2025-03-02,INS-959,UT
RPT-01572,2025-02-10,SEG_016,No Issues,None,Routine Maintenance,,INS-390,ROW Patrol
RPT-01573,2025-02-10,SEG_003,Mechanical Damage,Major,Immediate Shutdown,2025-02-11,INS-160,Hydrotest
RPT-01574,2025-02-17,SEG_011,Vegetation Encroachment,Minor,Clear Area,,INS-510,Hydrotest
RPT-01575,2025-02-17,SEG_001,Coating Damage,Moderate,Repair ASAP,2025-02-27,INS-713,ROW Patrol
RPT-01576,2025-02-17,SEG_046,No Issues,None,Routine Maintenance,,INS-616,ILI
RPT-01577,2025-02-17,SEG_040,Third-Party Interference,Moderate,Repair ASAP,2025-02-21,INS-964,Hydrotest
RPT-01578,2025-02-17,SEG_055,No Issues,None,Routine Maintenance,,INS-432,Visual
RPT-01579,2025-02-17,SEG_010,No Issues,None,Routine Maintenance,,INS-913,Visual
RPT-01580,2025-02-17,SEG_071,Third-Party Interference,Major,Repair ASAP,2025-03-02,INS-314,ROW Patrol
RPT-01581,2025-02-17,SEG_048,Corrosion,Minor,Repair ASAP,2025-03-19,INS-808,ILI
RPT-01582,2025-02-24,SEG_048,Mechanical Damage,Critical,Immediate Shutdown,2025-03-25,INS-947,ROW Patrol
RPT-01583,2025-02-24,SEG_008,Coating Damage,Minor,Repair ASAP,2025-03-20,INS-344,UT
RPT-01584,2025-02-24,SEG_077,No Issues,None,Routine Maintenance,,INS-845,ROW Patrol
RPT-01585,2025-02-24,SEG_016,Vegetation Encroachment,Minor,Monitor,,INS-238,UT
RPT-01586,2025-02-24,SEG_036,Coating Damage,Moderate,Repair ASAP,2025-03-01,INS-624,UT
RPT-01587,2025-02-24,SEG_058,Corrosion,Major,Repair ASAP,2025-03-05,INS-756,ROW Patrol
RPT-01588,2025-02-24,SEG_022,No Issues,None,Routine Maintenance,,INS-805,ROW Patrol
RPT-01589,2025-02-24,SEG_041,No Issues,None,Routine Maintenance,,INS-463,Visual
RPT-01590,2025-03-01,SEG_079,Corrosion,Minor,Monitor,,INS-561,UT
RPT-01591,2025-03-03,SEG_067,Coating Damage,Moderate,Monitor,,INS-926,ROW Patrol
RPT-01592,2025-03-03,SEG_036,Coating Damage,Minor,Repair ASAP,2025-03-07,INS-534,ILI
RPT-01593,2025-03-03,SEG_043,Coating Damage,Minor,Repair ASAP,2025-03-15,INS-986,Hydrotest
RPT-01594,2025-03-03,SEG_077,Coating Damage,Moderate,Monitor,,INS-170,UT
RPT-01595,2025-03-03,SEG_046,Coating Damage,Moderate,Repair ASAP,2025-04-02,INS-707,ILI
RPT-01596,2025-03-03,SEG_053,Third-Party Interference,Moderate,Repair ASAP,2025-03-27,INS-219,UT
RPT-01597,2025-03-03,SEG_019,Vegetation Encroachment,Minor,Monitor,,INS-100,ROW Patrol
RPT-01598,2025-03-03,SEG_039,No Issues,None,Routine Maintenance,,INS-803,ILI
RPT-01599,2025-03-10,SEG_017,Coating Damage,Minor,Monitor,,INS-582,ILI
RPT-01600,2025-03-10,SEG_073,Corrosion,Minor,Monitor,,INS-541,UT
RPT-01601,2025-03-10,SEG_062,No Issues,None,Routine Maintenance,,INS-643,ROW Patrol
RPT-01602,2025-03-10,SEG_061,Coating Damage,Moderate,Monitor,,INS-903,Hydrotest
RPT-01603,2025-03-10,SEG_077,No Issues,None,Routine Maintenance,,INS-618,Visual
RPT-01604,2025-03-10,SEG_064,Mechanical Damage,Major,Immediate Shutdown,2025-04-09,INS-206,UT
RPT-01605,2025-03-10,SEG_021,Third-Party Interference,Moderate,Investigate,,INS-675,Visual
RPT-01606,2025-03-10,SEG_080,No Issues,None,Routine Maintenance,,INS-179,Visual
RPT-01607,2025-03-17,SEG_034,Corrosion,Moderate,Immediate Shutdown,,INS-301,Visual
RPT-01608,2025-03-17,SEG_004,Third-Party Interference,Major,Investigate,2025-04-01,INS-542,Hydrotest
RPT-01609,2025-03-17,SEG_080,Mechanical Damage,Critical,Repair ASAP,2025-04-10,INS-217,UT
